16
965 1635
236 169 202
670 593 486
773 302 15
302 557 555
429 381 338
278 529 796
697 320 822
663 543 424
623 507 141
169 315 921
714 582 794
357 612 122
675 276 498
407 832 289
14 365 213
782 208 920
68 13 662
693 70 700
791 350 399
462 151 311
184 816 766
138 885 559
663 775 841
836 437 215
529 835 89
598 653 879
719 87 627
738 867 636
162 126 798
534 313 461
562 345 930
395 820 305
354 55 8
385 158 275
419 501 487
768 848 136
568 406 265
708 399 137
261 519 878
134 455 435
337 7 934
694 130 421
546 671 39
294 504 91
174 738 493
95 344 492
571 110 209
297 674 282
845 368 833
535 828 86
265 391 458
637 388 917
848 675 94
704 676 705
822 348 99
592 22 352
377 658 437
419 868 296
572 321 289
355 224 421
50 85 84
128 813 812
171 822 714
879 230 793
391 582 712
571 756 885
885 793 928
119 89 998
336 253 12
279 658 230
762 682 241
368 449 170
861 693 729
707 544 903
450 452 71
483 638 452
410 806 729
855 78 801
478 746 813
732 536 603
686 184 732
593 792 488
173 178 664
664 752 753
517 311 522
417 525 596
97 10 918
91 508 815
197 877 69
651 858 1000
479 99 792
769 735 83
324 807 269
85 407 421
686 497 330
379 491 412
791 554 927
650 45 906
101 448 748
251 803 906
836 268 129
458 450 966
784 48 533
117 696 841
737 259 902
194 112 64
571 565 496
851 544 359
533 634 557
888 89 528
296 650 89
424 341 285
523 88 113
587 807 784
523 299 120
331 878 662
849 530 109
454 223 5
771 338 557
443 475 836
527 85 556
363 713 71
513 830 249
621 67 155
332 438 318
74 450 221
38 462 239
774 452 459
304 740 270
753 73 487
278 233 614
383 652 157
668 680 713
429 211 851
122 74 292
215 515 13
250 356 436
642 308 29
487 752 759
610 820 188
720 131 432
572 79 287
79 415 205
190 336 931
545 382 324
217 268 624
259 666 998
328 287 913
60 361 754
157 390 741
156 385 261
211 15 400
89 33 277
879 346 316
402 391 97
707 141 459
148 797 223
153 812 276
617 447 29
53 500 905
183 529 381
448 823 487
54 402 428
854 582 587
648 822 715
364 501 967
568 557 519
477 292 681
507 492 629
813 680 288
278 97 7
886 826 748
36 762 822
394 666 700
505 439 377
526 108 908
576 176 522
863 101 40
141 669 460
431 362 25
159 774 471
206 111 199
580 369 381
436 50 148
395 146 503
194 437 128
230 331 856
467 202 259
389 762 784
68 696 760
136 153 789
860 438 256
60 549 280
427 335 779
501 89 139
463 749 554
698 143 563
207 702 596
12 460 645
541 279 270
98 104 213
394 35 257
351 309 430
565 52 575
87 364 68
654 476 902
548 647 274
710 333 920
430 726 662
127 474 527
859 476 736
65 300 453
118 182 142
365 266 413
246 735 960
413 144 978
809 28 259
484 169 472
460 312 963
886 108 825
630 131 475
865 383 903
864 856 328
818 339 210
723 783 901
436 282 843
237 694 179
575 94 792
439 477 316
561 623 888
553 781 900
168 829 156
480 396 989
894 727 103
330 166 802
159 739 359
605 765 342
366 173 752
671 479 32
704 222 784
289 855 701
693 83 970
710 462 669
531 639 719
854 272 496
447 846 127
646 471 347
422 114 296
669 232 160
628 503 290
403 671 550
510 276 222
315 593 305
770 114 335
456 509 782
883 387 529
693 581 838
836 458 488
748 310 563
667 635 991
873 588 892
393 165 25
402 513 375
477 734 957
104 55 765
517 364 698
488 458 697
506 98 525
153 741 992
660 855 750
422 883 770
167 207 464
429 734 816
40 589 194
593 115 836
858 482 846
176 701 567
592 213 67
484 864 711
252 105 872
344 326 493
184 354 762
225 363 543
668 410 898
724 159 678
794 496 293
462 480 870
177 602 401
210 459 694
566 497 99
408 468 99
801 206 190
564 504 522
427 831 727
400 799 527
458 486 367
153 783 5
243 222 202
180 522 985
680 195 721
763 636 345
784 200 746
481 180 454
544 153 475
111 747 463
800 519 785
736 754 980
201 754 996
542 385 257
221 642 728
363 522 291
498 194 800
83 180 884
628 335 844
118 224 628
133 531 513
755 197 307
820 371 730
666 90 161
817 201 53
340 590 832
500 188 800
656 838 211
290 465 859
663 211 398
558 126 187
122 376 516
77 459 866
441 609 439
241 848 302
186 169 565
764 861 409
587 869 135
741 656 233
697 199 766
682 540 349
884 337 446
524 852 242
516 80 626
399 869 384
71 118 220
167 665 600
152 397 16
650 639 460
838 191 982
203 561 27
359 471 375
597 50 496
404 761 142
110 380 180
893 342 349
323 702 623
658 835 484
569 432 189
301 115 128
62 192 399
507 697 897
13 48 984
630 180 230
654 438 33
782 93 9
444 527 612
582 710 336
265 806 630
248 574 323
531 714 9
422 384 848
500 759 151
399 63 965
849 270 853
130 275 926
384 420 199
633 216 492
266 573 569
136 594 170
287 674 318
108 104 318
822 484 772
115 405 371
169 201 696
133 241 573
506 117 207
881 42 745
432 718 381
208 824 852
361 60 761
653 338 226
96 624 156
815 590 969
253 728 246
377 755 857
333 338 44
780 113 251
225 24 46
413 118 997
262 7 343
44 472 992
25 233 706
490 245 564
159 220 442
768 404 274
7 310 509
37 655 270
244 156 880
887 100 132
450 579 123
99 619 343
836 276 926
706 229 466
240 163 928
30 655 52
781 707 589
483 528 146
200 354 865
682 709 85
238 247 483
240 33 388
148 302 78
24 494 915
665 10 726
689 803 698
111 405 870
247 313 57
166 680 669
479 738 684
551 89 18
687 278 415
163 180 671
518 212 131
742 144 8
626 721 726
694 693 53
141 513 612
712 667 90
40 617 167
573 241 262
223 21 392
117 778 112
10 800 671
651 311 759
636 587 823
29 349 34
681 431 43
524 653 599
491 152 149
206 832 489
772 564 379
2 588 241
166 264 779
462 565 99
848 217 73
624 462 95
443 527 42
617 154 840
755 663 581
208 699 701
49 258 750
87 826 319
287 10 777
108 417 889
16 27 361
217 401 33
586 623 735
51 242 76
694 711 5
262 550 556
634 795 82
61 310 5
248 728 658
38 66 683
93 412 404
735 884 716
300 82 78
638 77 36
395 151 48
503 111 561
252 507 328
113 149 255
788 425 684
815 392 479
367 125 366
37 178 532
709 890 320
274 658 456
327 143 96
854 181 396
47 114 735
395 657 240
618 555 608
394 850 777
197 296 224
202 330 471
81 367 226
525 222 703
430 115 93
427 45 616
463 596 674
113 521 966
798 797 704
337 38 896
365 531 612
507 482 422
772 306 563
684 89 435
141 561 584
640 554 643
113 390 460
303 318 452
25 466 348
286 805 635
373 297 255
45 493 994
775 814 467
383 798 954
858 175 278
676 866 64
208 758 59
63 855 940
164 485 319
871 710 169
297 358 830
344 301 458
17 374 696
837 244 553
5 651 108
521 361 748
625 471 483
189 466 163
449 18 654
322 62 203
427 191 146
46 759 864
392 760 786
349 74 96
785 160 691
143 250 89
419 501 637
1 391 103
758 151 416
758 404 891
846 834 242
489 835 715
248 20 339
20 395 153
844 311 356
714 676 356
125 17 735
426 572 437
182 720 969
779 281 658
841 221 879
19 562 318
765 333 98
590 135 533
702 529 710
353 4 153
480 596 117
586 647 386
551 803 477
141 23 841
827 148 321
288 111 882
883 53 714
461 308 330
539 361 812
395 548 691
411 148 34
531 373 560
598 418 662
8 869 139
171 398 347
336 634 463
714 390 228
851 52 353
106 382 611
188 241 711
451 633 661
245 505 334
434 159 358
202 90 115
273 779 640
482 732 467
691 894 857
174 324 1
320 640 28
283 190 95
387 676 826
472 385 819
548 771 304
843 593 57
465 257 341
771 299 698
469 865 383
433 563 630
676 383 842
335 499 863
351 841 486
590 149 733
67 667 894
319 385 690
831 161 60
410 469 889
431 421 874
262 134 150
578 655 841
386 402 166
500 31 355
448 694 771
44 709 783
832 525 56
164 476 250
182 879 784
633 600 618
855 37 786
888 473 788
283 783 813
177 517 939
815 713 331
472 382 568
405 437 123
17 437 491
735 826 122
184 614 110
532 412 21
22 260 940
879 893 47
708 114 39
367 860 852
15 497 101
890 831 323
245 799 888
587 829 525
344 485 194
96 407 437
32 130 23
882 725 592
183 202 559
707 712 797
520 11 352
314 147 651
613 42 760
482 412 653
887 429 662
313 819 507
428 486 988
246 481 387
528 34 805
273 195 918
599 281 523
846 286 866
218 194 847
636 272 65
608 718 852
561 538 242
645 690 356
206 894 391
122 559 176
640 302 700
846 753 103
798 93 397
796 179 278
568 22 899
541 891 698
5 258 808
402 843 82
728 656 27
698 127 543
515 549 520
768 634 984
522 380 839
843 344 901
734 124 209
240 303 814
402 805 367
485 490 579
412 638 156
837 134 21
512 776 365
753 738 740
858 578 457
416 824 416
95 850 95
66 727 806
268 18 556
112 627 722
480 851 386
783 420 16
505 802 689
869 300 901
801 391 185
313 103 244
34 396 619
706 806 72
695 311 487
792 326 777
868 50 454
584 179 572
98 578 386
302 366 708
422 67 507
798 152 19
219 742 277
404 831 826
278 602 371
710 147 571
197 474 742
298 855 755
425 38 194
252 275 905
493 332 244
880 370 98
109 105 87
251 640 100
183 36 107
520 129 651
882 534 613
809 749 161
801 468 113
822 778 994
89 794 108
273 143 291
848 50 490
817 777 111
440 474 779
704 554 768
22 632 146
527 809 734
285 65 353
43 680 294
414 557 197
528 762 179
483 346 228
132 428 939
361 382 845
139 373 534
408 449 7
545 54 290
347 877 778
472 26 511
278 260 396
499 722 47
312 593 881
576 837 329
570 353 664
612 505 211
559 23 569
205 11 122
438 890 239
887 720 128
150 561 85
250 437 751
100 631 859
751 403 466
189 750 675
605 74 76
76 476 950
383 356 885
64 649 852
844 674 831
257 390 726
9 838 609
210 319 228
183 880 853
424 601 974
809 343 141
416 83 690
361 637 32
622 533 82
552 798 557
776 443 577
844 806 718
338 354 51
509 139 796
83 661 800
236 68 534
713 81 910
289 547 951
506 127 826
256 347 748
137 826 473
771 451 951
722 835 334
444 126 861
629 681 913
132 815 615
339 443 295
360 231 35
392 267 502
39 99 427
596 249 693
445 140 862
717 550 633
402 767 350
317 596 79
538 453 728
842 495 841
456 712 627
529 746 684
462 12 545
636 62 882
565 495 623
828 775 437
546 79 978
341 250 636
89 321 879
579 614 174
364 786 162
701 578 401
853 213 729
431 725 889
394 121 825
258 277 948
764 305 384
102 436 551
494 148 883
484 646 1000
597 269 225
463 152 370
295 471 36
335 310 592
149 634 674
176 65 816
537 376 908
529 509 936
122 178 691
377 286 907
786 15 168
130 564 338
718 238 647
289 655 306
547 519 714
622 338 24
137 743 316
678 421 483
746 845 888
218 259 67
697 610 254
135 758 543
874 561 188
465 879 386
194 865 342
175 420 530
41 866 953
329 703 440
749 406 266
309 864 37
433 808 168
223 428 629
602 162 184
344 730 331
166 822 471
436 715 321
503 155 512
888 160 370
835 297 926
601 835 561
103 236 154
55 732 196
391 476 104
292 457 313
851 374 549
548 661 358
882 56 309
288 176 574
799 19 101
63 238 52
555 778 6
553 146 190
91 712 258
549 770 717
744 75 207
250 339 887
196 517 362
41 337 585
890 197 208
549 560 876
276 533 758
103 214 986
873 892 574
244 671 786
357 89 13
132 773 629
227 525 795
661 64 880
15 707 709
649 529 637
603 565 377
589 295 79
601 539 997
310 768 693
16 608 93
70 835 281
571 814 987
814 415 247
620 554 613
162 326 573
845 650 518
759 374 511
615 519 677
67 224 73
373 676 698
686 583 738
179 240 78
766 479 783
333 867 97
103 534 398
559 712 293
699 55 472
507 125 239
635 275 729
426 31 458
58 743 387
643 697 387
754 645 536
703 114 614
45 585 543
773 89 683
76 614 49
421 548 301
498 714 584
806 27 536
827 236 747
663 126 409
74 701 904
36 520 645
811 134 83
327 892 521
518 269 874
104 502 51
130 567 311
533 775 130
853 531 625
323 228 228
456 415 873
520 169 201
349 439 673
322 634 211
469 314 484
554 492 822
551 386 803
789 661 410
665 91 693
386 791 220
333 164 781
126 193 462
303 694 743
183 272 760
424 445 567
266 400 236
608 259 275
260 796 855
248 649 683
2 80 791
264 228 7
435 429 425
195 323 552
797 634 394
21 238 147
389 781 747
234 36 792
239 840 44
137 671 799
60 818 163
847 57 115
677 835 221
494 787 309
411 561 932
60 616 748
255 776 236
422 282 440
104 447 731
47 502 305
676 726 283
201 1 381
465 294 851
176 731 118
335 68 779
50 521 326
310 798 916
514 702 253
387 183 44
656 33 472
145 279 229
649 54 321
388 802 638
129 782 221
167 559 274
305 51 182
99 627 734
660 614 524
597 805 893
104 288 781
143 566 707
794 336 285
125 798 294
856 4 942
388 440 198
537 265 387
177 422 873
138 720 351
319 387 260
684 210 9
528 426 771
815 796 733
861 749 295
39 432 792
118 876 966
640 36 724
257 16 744
351 855 712
813 135 881
172 3 611
109 691 786
374 292 435
405 52 154
93 153 67
243 597 929
577 573 507
548 18 911
53 141 849
351 564 994
506 397 13
28 316 396
413 389 274
543 818 7
632 701 389
865 627 807
704 529 95
747 327 398
599 250 249
666 281 696
756 417 879
171 5 504
330 589 641
70 706 837
1 467 761
485 659 582
612 227 938
758 330 391
728 625 950
358 466 919
651 67 102
564 256 497
93 719 999
597 434 115
180 713 281
92 874 582
770 321 942
66 761 860
223 762 271
609 180 71
733 75 547
208 360 742
275 672 742
735 240 697
818 314 439
241 203 319
95 524 127
244 442 451
360 889 765
712 412 207
383 247 522
449 154 302
719 498 201
702 364 564
776 210 541
193 207 418
77 93 540
22 396 700
168 838 555
21 891 695
298 537 511
353 521 542
475 185 537
701 201 702
817 861 218
864 440 540
43 800 750
668 457 92
582 417 591
644 240 303
872 330 803
273 355 186
662 436 458
29 652 359
431 84 305
445 565 726
209 544 650
635 36 64
681 291 368
438 519 934
554 76 778
546 319 306
54 50 627
551 367 992
105 807 667
83 155 247
408 125 47
402 69 601
136 107 519
707 301 614
7 131 839
191 26 369
613 455 770
15 690 397
314 298 636
571 82 209
222 137 786
774 542 21
515 230 895
758 665 764
28 810 473
448 704 749
834 845 388
524 434 885
376 841 497
497 575 115
840 511 315
603 381 428
85 415 698
730 89 843
580 617 885
722 761 200
55 891 75
854 814 694
271 276 353
597 793 11
217 389 717
60 823 744
647 814 27
568 470 667
872 668 507
878 135 26
796 163 111
229 222 50
112 698 287
614 711 10
300 603 232
291 752 961
855 772 80
523 550 110
657 784 533
771 801 473
732 467 510
427 409 867
591 320 550
572 450 916
724 567 706
763 161 573
81 888 371
843 539 254
330 50 391
800 150 435
340 139 175
517 850 995
581 23 683
115 627 910
846 234 80
410 637 52
663 673 472
349 722 189
315 399 778
376 104 865
392 569 536
425 484 497
167 596 726
112 402 357
741 332 763
343 414 360
249 275 308
624 319 290
665 681 347
497 840 709
377 298 340
231 1 641
398 34 362
450 219 344
173 131 950
74 635 499
621 300 298
304 336 392
538 50 330
72 97 407
516 85 510
880 660 337
11 64 796
887 297 138
124 20 151
419 673 472
38 812 336
580 682 852
634 4 430
381 507 366
182 601 708
887 131 809
59 31 906
723 535 987
9 208 860
304 203 967
562 531 765
403 846 629
10 501 401
334 461 460
101 560 600
506 542 383
493 450 751
32 95 523
24 455 812
390 199 809
472 449 127
422 548 459
586 549 831
364 272 141
263 304 817
35 486 609
367 627 694
193 687 71
549 364 863
573 766 492
6 16 730
234 430 700
362 486 31
721 335 763
745 705 406
721 760 717
670 610 424
213 413 519
858 285 588
886 21 666
478 498 515
136 632 333
523 347 124
603 509 871
830 123 43
706 335 831
95 223 13
584 719 382
107 600 332
489 753 924
652 116 158
64 852 248
883 812 94
832 385 948
276 209 789
732 225 500
100 777 243
332 813 187
132 612 177
31 345 561
39 629 28
801 337 962
737 369 633
663 452 607
889 593 180
725 133 451
397 566 59
449 711 588
86 139 908
460 223 399
548 612 550
379 415 432
219 250 627
341 717 650
569 312 892
436 42 280
355 782 957
562 128 823
62 369 55
98 205 185
414 669 96
316 806 465
691 422 192
436 324 220
276 499 871
336 551 133
182 70 371
495 243 748
625 698 391
670 73 996
27 446 195
462 68 639
590 264 845
88 532 196
454 773 770
357 813 760
735 393 230
39 684 595
48 461 939
726 375 487
652 388 409
752 360 28
222 864 457
742 529 762
451 732 248
355 786 677
110 292 575
670 272 645
646 191 447
158 663 409
294 863 963
720 167 170
782 833 897
687 454 785
61 503 835
760 138 674
755 438 940
46 555 665
869 1730
660 529 616
229 793 588
740 230 726
806 131 237
323 83 602
360 247 532
150 479 968
737 308 608
428 710 808
245 587 688
682 566 401
130 469 283
178 601 350
424 129 950
758 566 683
752 227 89
220 816 544
312 163 290
493 286 682
844 306 181
488 41 275
823 723 31
252 198 25
153 695 500
728 24 25
237 716 874
717 11 430
805 205 352
411 840 112
189 228 301
611 224 156
584 305 613
574 227 975
527 537 273
511 262 478
867 713 122
191 836 962
737 696 124
376 809 770
393 38 855
595 485 828
329 83 534
616 687 340
117 371 760
765 131 233
783 393 955
634 46 480
782 2 618
773 370 135
638 376 883
756 340 857
460 624 207
16 270 680
330 101 918
568 338 35
189 462 576
172 705 267
655 606 543
680 382 615
322 68 102
578 308 612
681 816 827
674 708 398
391 109 926
475 471 971
443 819 980
826 325 299
529 200 677
762 157 404
194 861 65
489 22 463
745 510 441
612 690 350
395 692 62
43 226 329
535 737 940
841 169 524
609 348 869
487 134 768
558 536 916
503 825 801
542 309 839
727 59 756
513 604 238
145 544 296
424 342 146
472 134 963
385 454 124
130 782 833
408 153 240
420 839 127
349 794 551
644 634 322
429 289 155
272 548 102
230 839 734
594 834 913
187 631 66
604 674 187
402 289 613
139 689 878
654 32 769
127 550 606
692 593 279
101 456 30
740 696 266
845 113 373
3 257 297
796 395 763
312 816 923
556 102 192
21 251 508
383 518 647
505 499 515
280 429 502
853 839 46
857 567 795
262 709 933
552 136 768
363 571 868
576 812 927
708 816 869
454 655 320
603 812 259
183 115 913
69 433 582
401 862 539
401 588 344
432 657 340
362 64 621
772 150 430
545 261 46
396 155 701
694 44 747
305 28 620
316 21 953
110 530 772
320 519 702
550 551 650
305 367 375
634 662 52
631 25 502
502 628 338
747 180 298
395 730 946
294 383 835
258 772 94
450 475 49
480 168 679
576 508 6
31 490 50
278 590 398
730 729 127
212 296 883
785 474 765
675 512 987
420 604 485
76 185 433
727 96 708
277 613 744
200 289 295
39 798 396
411 377 211
262 634 767
53 76 542
316 731 780
451 152 94
96 371 535
514 594 36
595 200 10
475 161 512
723 338 268
687 818 99
383 68 591
669 473 913
626 863 297
666 428 318
766 651 542
39 846 742
341 805 682
571 267 899
292 263 843
817 371 87
542 312 120
362 9 595
304 512 531
654 96 772
107 535 81
767 397 740
395 589 267
823 254 213
845 399 305
342 778 19
130 417 819
627 10 418
460 634 872
175 256 160
570 609 934
430 653 733
407 353 778
74 248 820
415 84 374
417 342 388
688 823 360
20 308 228
486 864 841
302 626 570
763 45 672
150 131 210
682 618 938
237 377 685
73 852 405
227 867 987
146 725 188
197 420 527
21 254 179
259 185 817
27 747 339
720 139 402
